car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,torque,seats,selling_price
BMW 3,BMW,3,6,70000,Individual,Diesel,Automatic,18.88,1995.0,184.0,250.0,5.0,1750000
Honda Amaze,Honda,Amaze,8,100000,Individual,Diesel,Manual,25.8,1498.0,98.6,113.0,5.0,400000
Hyundai Verna,Hyundai,Verna,9,50000,Individual,Petrol,Manual,17.1,1591.0,121.3,91.0,5.0,450000
Honda Jazz,Honda,Jazz,5,100000,Individual,Diesel,Manual,19.62,1498.0,98.6,190.0,5.0,500000
Maruti Swift Dzire,Maruti,Swift Dzire,9,65000,Dealer,Petrol,Manual,19.1,1197.0,85.8,200.0,5.0,335000
Maruti Swift Dzire,Maruti,Swift Dzire,5,46800,Dealer,Petrol,Manual,20.85,1197.0,83.14,91.0,5.0,485000
Hyundai i10,Hyundai,i10,11,171289,Individual,Petrol,Manual,20.36,1197.0,78.9,113.0,5.0,230000
Hyundai i10,Hyundai,i10,12,54000,Dealer,Petrol,Manual,19.81,1086.0,68.05,91.0,5.0,275000
Audi A4,Audi,A4,9,60000,Dealer,Diesel,Automatic,16.55,1968.0,147.51,250.0,5.0,1045000
Maruti Wagon R,Maruti,Wagon R,5,29989,Dealer,Petrol,Manual,21.79,998.0,67.05,190.0,5.0,445000
Hyundai i10,Hyundai,i10,9,70000,Individual,Petrol,Manual,20.36,1197.0,78.9,24.0,5.0,200000
BMW 3,BMW,3,6,37000,Dealer,Diesel,Automatic,22.69,1995.0,190.0,170.0,5.0,1950000
Honda City,Honda,City,10,84470,Dealer,Petrol,Manual,16.8,1497.0,116.4,200.0,5.0,425000
Hyundai Grand,Hyundai,Grand,4,45000,Dealer,Diesel,Manual,24.0,1120.0,70.0,91.0,5.0,525000
Maruti Swift Dzire,Maruti,Swift Dzire,6,120000,Individual,Diesel,Manual,26.59,1248.0,74.0,24.0,5.0,450000
Honda Amaze,Honda,Amaze,2,8000,Dealer,Diesel,Manual,27.4,1498.0,98.63,12.7,5.0,875000
Hyundai i10,Hyundai,i10,10,20000,Individual,Petrol,Manual,20.36,1197.0,78.9,12.7,5.0,290000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,8,68000,Dealer,Diesel,Automatic,14.21,2143.0,203.0,190.0,5.0,1690000
Maruti Baleno,Maruti,Baleno,3,4700,Dealer,Petrol,Manual,21.01,1197.0,88.5,200.0,5.0,675000
Maruti Baleno,Maruti,Baleno,3,19000,Dealer,Petrol,Manual,21.01,1197.0,81.8,113.0,5.0,675000
Mahindra Scorpio,Mahindra,Scorpio,7,46000,Dealer,Diesel,Manual,15.4,2523.0,75.0,170.0,9.0,825000
Hyundai Santro,Hyundai,Santro,9,40000,Dealer,Petrol,Manual,17.92,1086.0,62.1,170.0,5.0,250000
Volkswagen Polo,Volkswagen,Polo,8,55000,Dealer,Petrol,Manual,15.26,1598.0,103.5,190.0,5.0,495000
Honda City,Honda,City,6,50000,Individual,Petrol,Manual,17.4,1497.0,117.3,113.0,5.0,650000
Tata Nexon,Tata,Nexon,3,30000,Individual,Petrol,Manual,17.0,1198.0,108.5,250.0,5.0,600000
Maruti Swift Dzire,Maruti,Swift Dzire,4,28221,Dealer,Petrol,Manual,22.0,1197.0,81.8,190.0,5.0,680000
Maruti Swift,Maruti,Swift,10,53000,Dealer,Petrol,Manual,16.1,1298.0,88.2,113.0,5.0,275000
Maruti Alto,Maruti,Alto,6,37528,Dealer,Petrol,Manual,23.95,998.0,67.05,190.0,5.0,310000
Hyundai Verna,Hyundai,Verna,5,70000,Dealer,Diesel,Automatic,19.08,1582.0,126.2,170.0,5.0,800000
Hyundai Elantra,Hyundai,Elantra,7,120000,Individual,Diesel,Automatic,19.5,1582.0,126.24,250.0,5.0,900000
Volkswagen Polo,Volkswagen,Polo,6,68314,Dealer,Diesel,Manual,20.14,1498.0,88.8,200.0,5.0,531000
Hyundai Grand,Hyundai,Grand,5,70000,Individual,Diesel,Manual,24.0,1120.0,70.0,91.0,5.0,450000
Maruti Celerio,Maruti,Celerio,4,49600,Individual,Petrol,Manual,23.1,998.0,67.04,250.0,5.0,390000
Hyundai i20,Hyundai,i20,5,57000,Dealer,Diesel,Manual,19.62,1396.0,88.73,200.0,5.0,650000
Honda City,Honda,City,9,37323,Dealer,Petrol,Manual,17.0,1497.0,88.5,170.0,5.0,400000
Volkswagen Polo,Volkswagen,Polo,7,40000,Dealer,Petrol,Manual,16.47,1198.0,74.0,190.0,5.0,575000
Maruti Swift Dzire,Maruti,Swift Dzire,5,101000,Dealer,Diesel,Manual,23.4,1248.0,74.0,190.0,5.0,580000
Hyundai i10,Hyundai,i10,12,65000,Dealer,Petrol,Manual,19.62,1197.0,78.9,12.7,5.0,290000
Jaguar XF,Jaguar,XF,7,67000,Individual,Diesel,Automatic,16.36,2179.0,187.7,200.0,5.0,1900000
Ford Ecosport,Ford,Ecosport,5,60000,Individual,Diesel,Manual,19.62,1498.0,98.59,170.0,5.0,700000
Mahindra Scorpio,Mahindra,Scorpio,14,74000,Dealer,Diesel,Manual,13.5,2179.0,115.0,12.7,5.0,275000
Hyundai i10,Hyundai,i10,9,56468,Dealer,Petrol,Manual,20.36,1197.0,78.9,113.0,5.0,268000
Hyundai Grand,Hyundai,Grand,6,45000,Dealer,Petrol,Manual,18.9,1197.0,82.0,200.0,5.0,399000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,49000,Dealer,Petrol,Automatic,19.62,1991.0,181.03,190.0,5.0,1290000
Renault KWID,Renault,KWID,5,50700,Dealer,Petrol,Manual,23.01,999.0,67.0,170.0,5.0,340000
Maruti Ertiga,Maruti,Ertiga,5,30000,Individual,Diesel,Manual,24.52,1248.0,88.5,12.7,7.0,875000
Tata Harrier,Tata,Harrier,2,18000,Dealer,Diesel,Manual,17.0,1956.0,138.1,250.0,5.0,1595000
Hyundai Grand,Hyundai,Grand,8,78000,Dealer,Diesel,Manual,24.0,1120.0,70.0,170.0,5.0,320000
Honda Amaze,Honda,Amaze,7,45120,Dealer,Diesel,Manual,25.8,1498.0,98.6,200.0,5.0,367000
Honda Jazz,Honda,Jazz,4,32714,Dealer,Petrol,Manual,18.7,1199.0,88.7,190.0,5.0,650000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,72000,Dealer,Diesel,Automatic,14.84,2143.0,167.62,250.0,5.0,1275000
Renault Duster,Renault,Duster,8,63000,Dealer,Diesel,Manual,20.45,1461.0,83.8,91.0,5.0,450000
Maruti Vitara,Maruti,Vitara,3,51000,Dealer,Diesel,Manual,24.3,1248.0,88.5,190.0,5.0,799000
Hyundai Grand,Hyundai,Grand,4,18000,Individual,Petrol,Manual,18.9,1197.0,81.86,190.0,5.0,460000
Hyundai Verna,Hyundai,Verna,8,42000,Dealer,Diesel,Manual,22.32,1582.0,126.32,190.0,5.0,415000
Maruti Wagon R,Maruti,Wagon R,9,68000,Dealer,Petrol,Manual,21.79,998.0,67.05,250.0,5.0,265000
Hyundai Grand,Hyundai,Grand,3,43000,Dealer,Diesel,Manual,24.0,1186.0,73.97,170.0,5.0,370000
Hyundai Verna,Hyundai,Verna,12,25000,Individual,Petrol,Manual,13.9,1599.0,103.2,113.0,5.0,140000
Maruti Alto,Maruti,Alto,11,11000,Dealer,Cng,Manual,26.83,796.0,38.4,250.0,5.0,185000
BMW 5,BMW,5,4,21500,Dealer,Diesel,Automatic,18.12,1995.0,190.0,113.0,5.0,3300000
Maruti Swift,Maruti,Swift,4,38991,Dealer,Diesel,Manual,25.2,1248.0,74.0,113.0,5.0,670000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,160000,Individual,Diesel,Automatic,14.84,2143.0,88.5,24.0,5.0,700000
Maruti Swift,Maruti,Swift,3,15000,Individual,Petrol,Manual,22.0,1197.0,81.8,250.0,5.0,729000
Maruti Eeco,Maruti,Eeco,10,93456,Dealer,Petrol,Manual,15.37,1196.0,73.0,12.7,7.0,285000
Maruti Swift,Maruti,Swift,8,225000,Individual,Diesel,Manual,22.9,1248.0,74.0,91.0,5.0,450000
BMW 7,BMW,7,7,33000,Dealer,Diesel,Automatic,16.46,2993.0,258.0,170.0,5.0,3495000
Honda City,Honda,City,6,40212,Dealer,Petrol,Manual,17.8,1497.0,117.3,91.0,5.0,650000
Hyundai Grand,Hyundai,Grand,3,30000,Individual,Petrol,Manual,18.9,1197.0,81.86,12.7,5.0,450000
Honda Jazz,Honda,Jazz,6,15000,Dealer,Petrol,Manual,19.62,1199.0,88.7,12.7,5.0,561000
Renault Duster,Renault,Duster,8,80000,Individual,Diesel,Manual,20.46,1461.0,83.8,91.0,5.0,450000
Mahindra Scorpio,Mahindra,Scorpio,15,200000,Individual,Diesel,Manual,10.5,2179.0,120.0,250.0,8.0,250000
Toyota Fortuner,Toyota,Fortuner,7,151768,Dealer,Diesel,Automatic,12.55,2982.0,168.7,113.0,7.0,1550000
Audi A4,Audi,A4,6,55200,Dealer,Diesel,Automatic,17.11,1968.0,174.33,113.0,5.0,1725000
Renault KWID,Renault,KWID,5,27000,Dealer,Petrol,Manual,25.17,799.0,53.3,91.0,5.0,350000
Mahindra Bolero,Mahindra,Bolero,7,120000,Individual,Diesel,Manual,15.96,2523.0,62.1,170.0,7.0,450000
Ford Freestyle,Ford,Freestyle,3,18000,Individual,Petrol,Manual,19.0,1194.0,94.68,200.0,5.0,630000
Maruti Ciaz,Maruti,Ciaz,6,90000,Individual,Diesel,Manual,26.21,1248.0,88.5,170.0,5.0,500000
Volkswagen Vento,Volkswagen,Vento,6,72504,Dealer,Diesel,Automatic,21.21,1498.0,103.2,91.0,5.0,625000
Hyundai Verna,Hyundai,Verna,9,32472,Dealer,Petrol,Manual,17.01,1591.0,121.3,190.0,5.0,448000
Maruti Swift Dzire,Maruti,Swift Dzire,10,120000,Individual,Diesel,Manual,19.3,1248.0,73.9,250.0,5.0,350000
Hyundai Venue,Hyundai,Venue,2,28600,Individual,Diesel,Manual,23.7,1396.0,88.7,113.0,5.0,1050000
Ford Ecosport,Ford,Ecosport,7,40000,Individual,Petrol,Manual,15.8,1499.0,110.0,91.0,5.0,500000
Honda Amaze,Honda,Amaze,7,71000,Dealer,Diesel,Manual,25.8,1498.0,98.6,250.0,5.0,350000
Toyota Innova,Toyota,Innova,11,80000,Individual,Diesel,Manual,12.8,2494.0,88.5,200.0,8.0,518000
Hyundai Creta,Hyundai,Creta,4,70000,Individual,Diesel,Manual,21.38,1396.0,88.7,91.0,5.0,850000
Renault Duster,Renault,Duster,9,48000,Dealer,Diesel,Manual,19.64,1461.0,108.45,24.0,5.0,375000
Ford Figo,Ford,Figo,4,53400,Dealer,Diesel,Manual,20.0,1399.0,68.0,113.0,5.0,550000
Tata Safari,Tata,Safari,10,40000,Individual,Diesel,Manual,13.93,2179.0,138.0,113.0,5.0,450000
Ford Ecosport,Ford,Ecosport,7,44406,Dealer,Petrol,Manual,18.88,1248.0,123.24,113.0,5.0,650000
Hyundai Grand,Hyundai,Grand,2,12909,Trustmark Dealer,Petrol,Manual,18.9,1197.0,81.86,91.0,5.0,550000
Maruti Swift Dzire,Maruti,Swift Dzire,5,68000,Dealer,Diesel,Manual,19.3,1248.0,73.9,250.0,5.0,465000
Hyundai i20,Hyundai,i20,11,70000,Individual,Petrol,Manual,17.0,1197.0,80.0,190.0,5.0,200000
Toyota Fortuner,Toyota,Fortuner,4,29000,Dealer,Diesel,Manual,14.24,2755.0,174.5,250.0,7.0,2550000
Hyundai Verna,Hyundai,Verna,5,23251,Trustmark Dealer,Petrol,Manual,17.01,1591.0,121.3,113.0,5.0,700000
Hyundai Grand,Hyundai,Grand,7,60000,Individual,Petrol,Manual,18.9,1197.0,82.0,12.7,5.0,396000
Hyundai Verna,Hyundai,Verna,8,72156,Dealer,Diesel,Manual,22.32,1582.0,126.32,200.0,5.0,425000
Ford Endeavour,Ford,Endeavour,3,25000,Individual,Diesel,Automatic,10.91,3198.0,197.0,24.0,7.0,3000000
Honda Jazz,Honda,Jazz,4,34000,Dealer,Petrol,Automatic,18.2,1199.0,88.7,170.0,5.0,550000
Maruti Alto,Maruti,Alto,11,100000,Individual,Petrol,Manual,19.7,796.0,46.3,200.0,5.0,180000
Maruti Swift,Maruti,Swift,3,25000,Individual,Diesel,Manual,28.4,1248.0,74.0,24.0,5.0,690000
Maruti Wagon R,Maruti,Wagon R,6,37203,Dealer,Petrol,Automatic,20.51,998.0,67.04,12.7,5.0,375000
Maruti Swift,Maruti,Swift,5,37000,Dealer,Diesel,Manual,25.2,1248.0,74.0,24.0,5.0,675000
Honda Amaze,Honda,Amaze,4,25000,Dealer,Petrol,Automatic,18.1,1199.0,88.7,24.0,5.0,620000
Tata Nexon,Tata,Nexon,4,15700,Dealer,Petrol,Manual,17.0,1198.0,108.5,113.0,5.0,650000
Hyundai i20,Hyundai,i20,6,20000,Individual,Petrol,Manual,18.6,1197.0,81.83,24.0,5.0,480000
Ford Ecosport,Ford,Ecosport,6,75000,Dealer,Diesel,Manual,21.7,1498.0,98.96,170.0,5.0,575000
Mercedes-Benz S-Class,Mercedes-Benz,S-Class,9,50000,Individual,Diesel,Automatic,13.5,2987.0,282.0,250.0,5.0,3000000
Hyundai Creta,Hyundai,Creta,2,40000,Individual,Petrol,Automatic,13.0,1591.0,121.3,91.0,5.0,1280000
Toyota Innova,Toyota,Innova,3,36000,Dealer,Diesel,Manual,13.68,2393.0,147.8,190.0,7.0,1600000
Skoda Superb,Skoda,Superb,10,75000,Dealer,Diesel,Automatic,17.2,1968.0,88.5,91.0,5.0,725000
Maruti Vitara,Maruti,Vitara,4,75000,Dealer,Diesel,Manual,24.3,1248.0,88.5,200.0,5.0,775000
Audi A4,Audi,A4,10,38000,Dealer,Diesel,Automatic,16.55,1968.0,140.0,190.0,5.0,1500000
Honda Amaze,Honda,Amaze,5,120000,Individual,Diesel,Manual,25.8,1498.0,98.6,12.7,5.0,470000
Hyundai Creta,Hyundai,Creta,4,66000,Dealer,Petrol,Manual,13.0,1591.0,121.3,190.0,5.0,1149000
Honda City,Honda,City,4,54000,Dealer,Petrol,Automatic,18.0,1497.0,117.3,12.7,5.0,845000
Hyundai i20,Hyundai,i20,10,78000,Dealer,Diesel,Manual,21.9,1396.0,90.0,113.0,5.0,450000
Maruti Celerio,Maruti,Celerio,4,20000,Individual,Cng,Manual,31.79,998.0,58.33,24.0,5.0,475000
Maruti Wagon R,Maruti,Wagon R,3,25000,Individual,Petrol,Manual,20.51,998.0,67.04,91.0,5.0,400000
Tata Safari,Tata,Safari,8,120000,Individual,Diesel,Manual,14.0,2179.0,138.1,91.0,7.0,425000
Maruti Ciaz,Maruti,Ciaz,7,49000,Dealer,Petrol,Manual,20.73,1373.0,91.2,113.0,5.0,626000
Ford Figo,Ford,Figo,10,46132,Dealer,Petrol,Manual,15.6,1196.0,70.0,24.0,5.0,139000
Skoda Superb,Skoda,Superb,7,80182,Dealer,Diesel,Automatic,17.2,1968.0,138.08,113.0,5.0,1075000
Maruti Wagon R,Maruti,Wagon R,8,76221,Dealer,Cng,Manual,26.2,998.0,58.2,91.0,5.0,315000
Volkswagen Vento,Volkswagen,Vento,8,50000,Dealer,Diesel,Manual,22.27,1498.0,108.6,200.0,5.0,399000
Maruti Swift,Maruti,Swift,9,70000,Individual,Diesel,Manual,22.9,1248.0,74.0,170.0,5.0,499000
Mahindra Scorpio,Mahindra,Scorpio,4,68462,Dealer,Diesel,Manual,19.62,2179.0,120.0,250.0,7.0,900000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,3,15000,Dealer,Diesel,Automatic,19.27,2143.0,167.62,190.0,5.0,3200000
Honda City,Honda,City,7,70000,Dealer,Diesel,Manual,26.0,1498.0,98.6,170.0,5.0,540000
Toyota Innova,Toyota,Innova,7,200000,Individual,Diesel,Manual,12.99,2494.0,100.6,250.0,7.0,690000
Hyundai Grand,Hyundai,Grand,5,27735,Dealer,Petrol,Manual,19.62,1197.0,81.86,190.0,5.0,500000
Honda Amaze,Honda,Amaze,8,42000,Dealer,Diesel,Manual,25.8,1498.0,98.6,12.7,5.0,475000
Maruti Swift Dzire,Maruti,Swift Dzire,7,85000,Dealer,Diesel,Manual,23.4,1248.0,74.0,12.7,5.0,595000
Hyundai Grand,Hyundai,Grand,7,50000,Dealer,Diesel,Manual,24.0,1120.0,70.0,113.0,5.0,350000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,75000,Dealer,Diesel,Automatic,14.84,2143.0,170.0,24.0,5.0,675000
Hyundai i20,Hyundai,i20,4,42000,Dealer,Petrol,Manual,18.6,1197.0,81.83,24.0,5.0,545000
Maruti Swift Dzire,Maruti,Swift Dzire,5,40000,Individual,Petrol,Manual,19.62,1197.0,83.14,170.0,5.0,500000
Maruti Ciaz,Maruti,Ciaz,3,42000,Dealer,Petrol,Manual,20.65,1462.0,103.25,113.0,5.0,860000
Mahindra Marazzo,Mahindra,Marazzo,2,60000,Individual,Diesel,Manual,17.3,1497.0,121.0,12.7,8.0,1476000
Isuzu D-Max,Isuzu,D-Max,4,58132,Dealer,Diesel,Manual,12.4,2499.0,134.0,250.0,5.0,1450000
Hyundai Verna,Hyundai,Verna,9,96888,Dealer,Diesel,Automatic,22.32,1582.0,126.3,91.0,5.0,550000
Maruti Swift Dzire,Maruti,Swift Dzire,2,10000,Individual,Petrol,Automatic,21.21,1197.0,81.8,250.0,5.0,710000
Maruti Ciaz,Maruti,Ciaz,3,41000,Dealer,Petrol,Automatic,19.12,1373.0,91.1,250.0,5.0,895000
Kia Seltos,Kia,Seltos,2,10000,Individual,Petrol,Automatic,16.8,1353.0,138.0,250.0,5.0,1750000
Hyundai i20,Hyundai,i20,9,64000,Individual,Petrol,Manual,18.5,1197.0,88.5,250.0,5.0,290000
Volkswagen Polo,Volkswagen,Polo,7,43000,Dealer,Petrol,Manual,16.47,1198.0,73.9,12.7,5.0,525000
Hyundai i10,Hyundai,i10,10,82000,Dealer,Petrol,Manual,20.36,1197.0,78.9,12.7,5.0,375000
Mahindra Bolero,Mahindra,Bolero,6,120000,Individual,Diesel,Manual,15.96,2523.0,63.0,91.0,9.0,600000
Hyundai i20,Hyundai,i20,7,46500,Dealer,Petrol,Manual,18.5,1197.0,82.9,250.0,5.0,425000
Maruti Swift,Maruti,Swift,3,17000,Dealer,Petrol,Automatic,21.21,1197.0,81.8,113.0,5.0,765000
Maruti Wagon R,Maruti,Wagon R,16,29957,Dealer,Petrol,Manual,18.9,998.0,67.1,190.0,5.0,150000
Ford Aspire,Ford,Aspire,4,25000,Individual,Diesel,Manual,24.29,1498.0,99.0,113.0,5.0,650000
Toyota Innova,Toyota,Innova,8,200000,Individual,Diesel,Manual,12.99,2494.0,100.6,170.0,7.0,750000
Maruti Swift,Maruti,Swift,7,47500,Dealer,Petrol,Manual,22.0,1248.0,81.8,113.0,5.0,400000
Maruti Swift,Maruti,Swift,4,60000,Dealer,Petrol,Manual,22.0,1197.0,81.8,24.0,5.0,480000
Honda Jazz,Honda,Jazz,11,56161,Dealer,Petrol,Manual,19.62,1198.0,90.0,12.7,5.0,319000
Honda City,Honda,City,3,40000,Dealer,Petrol,Automatic,18.4,1498.0,119.35,24.0,5.0,1150000
Maruti Swift,Maruti,Swift,8,68000,Dealer,Diesel,Manual,17.8,1248.0,75.0,12.7,5.0,395000
Toyota Innova,Toyota,Innova,2,31000,Dealer,Diesel,Manual,19.62,2393.0,147.51,12.7,7.0,2200000
Skoda Rapid,Skoda,Rapid,6,77000,Dealer,Diesel,Manual,21.14,1498.0,103.6,200.0,5.0,680000
Maruti S-Presso,Maruti,S-Presso,2,8500,Individual,Petrol,Manual,21.7,998.0,67.0,170.0,5.0,430000
Maruti Swift Dzire,Maruti,Swift Dzire,6,80000,Individual,Diesel,Manual,26.59,1248.0,74.0,170.0,5.0,500000
Volkswagen Polo,Volkswagen,Polo,5,24000,Dealer,Petrol,Automatic,17.2,1197.0,103.6,190.0,5.0,700000
Tata Safari,Tata,Safari,3,70000,Individual,Diesel,Manual,19.62,2179.0,147.94,113.0,7.0,700000
Hyundai Verna,Hyundai,Verna,9,90000,Individual,Diesel,Manual,22.32,1582.0,126.32,190.0,5.0,370000
Maruti Swift,Maruti,Swift,5,50000,Dealer,Diesel,Manual,25.2,1248.0,74.0,12.7,5.0,640000
Skoda Rapid,Skoda,Rapid,3,17000,Dealer,Petrol,Manual,15.0,1598.0,103.5,12.7,5.0,775000
BMW 5,BMW,5,3,7000,Dealer,Diesel,Automatic,22.48,1995.0,187.74,200.0,5.0,4750000
Maruti Alto,Maruti,Alto,5,50000,Individual,Petrol,Manual,22.74,796.0,47.3,200.0,5.0,235000
Volkswagen Polo,Volkswagen,Polo,7,60000,Individual,Petrol,Manual,16.47,1198.0,74.0,113.0,5.0,312000
Hyundai Grand,Hyundai,Grand,6,46000,Dealer,Diesel,Manual,24.0,1120.0,70.0,190.0,5.0,335000
Hyundai Verna,Hyundai,Verna,8,47876,Dealer,Diesel,Manual,25.0,1493.0,113.42,250.0,5.0,551000
Maruti Swift,Maruti,Swift,10,120000,Individual,Diesel,Manual,22.9,1248.0,74.0,113.0,5.0,300000
Maruti Swift,Maruti,Swift,9,76000,Dealer,Diesel,Manual,22.9,1248.0,74.0,24.0,5.0,425000
Maruti Wagon R,Maruti,Wagon R,15,90000,Individual,Petrol,Manual,18.9,998.0,67.1,190.0,5.0,82875
Toyota Innova,Toyota,Innova,10,310000,Individual,Diesel,Manual,19.62,2494.0,102.0,24.0,8.0,510000
Volkswagen Vento,Volkswagen,Vento,8,34000,Individual,Petrol,Manual,15.04,1598.0,103.6,200.0,5.0,400000
Maruti Swift Dzire,Maruti,Swift Dzire,2,11000,Dealer,Petrol,Automatic,22.0,1197.0,81.8,113.0,5.0,700000
Hyundai Verna,Hyundai,Verna,5,61000,Dealer,Diesel,Automatic,19.08,1582.0,126.2,12.7,5.0,760000
Maruti Alto,Maruti,Alto,10,72715,Dealer,Petrol,Manual,20.92,998.0,67.1,113.0,5.0,210000
Honda City,Honda,City,4,15000,Individual,Petrol,Manual,17.4,1497.0,117.6,200.0,5.0,1100000
Honda City,Honda,City,11,80000,Individual,Petrol,Manual,17.0,1497.0,118.0,91.0,5.0,300000
Hyundai Grand,Hyundai,Grand,4,54264,Dealer,Petrol,Manual,18.9,1197.0,81.86,113.0,5.0,470000
Audi A4,Audi,A4,7,60000,Dealer,Diesel,Automatic,16.55,1968.0,147.51,170.0,5.0,1275000
Tata Hexa,Tata,Hexa,4,60000,Dealer,Diesel,Manual,17.6,2179.0,153.86,200.0,7.0,1200000
Renault KWID,Renault,KWID,5,45500,Dealer,Petrol,Manual,23.01,999.0,67.0,190.0,5.0,325000
Maruti Alto,Maruti,Alto,7,110000,Individual,Petrol,Manual,20.92,998.0,67.1,170.0,5.0,200000
Mahindra Bolero,Mahindra,Bolero,4,80000,Individual,Diesel,Manual,16.5,1493.0,70.0,250.0,7.0,750000
Mahindra KUV100,Mahindra,KUV100,3,79814,Individual,Petrol,Manual,18.15,1248.0,82.0,113.0,6.0,500000
Maruti Celerio,Maruti,Celerio,5,70000,Individual,Petrol,Manual,23.1,1248.0,67.04,113.0,5.0,420000
Toyota Fortuner,Toyota,Fortuner,9,140000,Dealer,Diesel,Automatic,12.55,2982.0,168.7,113.0,7.0,1160000
Jaguar XF,Jaguar,XF,5,28000,Dealer,Diesel,Automatic,19.33,1999.0,177.0,170.0,5.0,2950000
Renault KWID,Renault,KWID,5,24668,Dealer,Petrol,Automatic,24.04,999.0,67.0,200.0,5.0,345000
Maruti Ciaz,Maruti,Ciaz,3,19000,Dealer,Petrol,Automatic,19.62,1373.0,91.1,113.0,5.0,950000
BMW 5,BMW,5,10,60000,Dealer,Diesel,Automatic,18.48,1995.0,177.0,250.0,5.0,1199000
Mahindra Scorpio,Mahindra,Scorpio,4,56000,Individual,Diesel,Manual,15.4,2179.0,120.0,24.0,7.0,1200000
Porsche Cayenne,Porsche,Cayenne,6,25000,Dealer,Diesel,Automatic,13.5,2967.0,240.0,190.0,5.0,6100000
Maruti Swift Dzire,Maruti,Swift Dzire,5,90000,Individual,Diesel,Manual,26.59,1248.0,74.0,24.0,5.0,552000
Maruti Swift Dzire,Maruti,Swift Dzire,4,30000,Dealer,Petrol,Automatic,21.21,1197.0,81.8,91.0,5.0,690000
Maruti Swift,Maruti,Swift,4,70000,Individual,Diesel,Manual,25.2,1248.0,74.0,113.0,5.0,600000
Hyundai i10,Hyundai,i10,10,58000,Dealer,Petrol,Manual,20.36,1197.0,78.9,12.7,5.0,210000
Volkswagen Vento,Volkswagen,Vento,7,71000,Dealer,Diesel,Manual,22.27,1498.0,108.6,91.0,5.0,510000
Hyundai i20,Hyundai,i20,4,70000,Individual,Diesel,Manual,22.54,1396.0,88.73,12.7,5.0,600000
Hyundai i10,Hyundai,i10,9,65000,Dealer,Petrol,Manual,20.36,1197.0,78.9,12.7,5.0,240000
Maruti Celerio,Maruti,Celerio,5,36000,Dealer,Petrol,Automatic,23.1,998.0,67.04,113.0,5.0,450000
Toyota Fortuner,Toyota,Fortuner,6,110000,Individual,Diesel,Automatic,19.62,2982.0,168.5,12.7,7.0,2200000
Hyundai Creta,Hyundai,Creta,4,38425,Dealer,Diesel,Manual,19.67,1582.0,126.2,24.0,5.0,960000
Hyundai Grand,Hyundai,Grand,5,41000,Dealer,Petrol,Manual,18.9,1197.0,82.0,113.0,5.0,395000
Hyundai i10,Hyundai,i10,12,100000,Individual,Petrol,Manual,19.81,1086.0,68.05,190.0,5.0,215000
Volkswagen Vento,Volkswagen,Vento,10,100000,Individual,Diesel,Manual,20.54,1598.0,103.6,250.0,5.0,310000
Hyundai i20,Hyundai,i20,4,30000,Dealer,Petrol,Manual,17.0,1197.0,80.0,24.0,5.0,535000
BMW 5,BMW,5,2,5700,Dealer,Petrol,Automatic,15.01,1998.0,248.08,113.0,5.0,5475000
Honda City,Honda,City,8,8989,Dealer,Petrol,Manual,16.8,1497.0,116.3,170.0,5.0,525000
Maruti Swift,Maruti,Swift,10,94991,Dealer,Petrol,Manual,18.6,1197.0,85.8,91.0,5.0,315000
Hyundai i20,Hyundai,i20,3,21000,Dealer,Petrol,Manual,18.6,1197.0,81.83,170.0,5.0,770000
Maruti Ciaz,Maruti,Ciaz,5,60000,Individual,Diesel,Manual,28.09,1248.0,88.5,170.0,5.0,710000
Hyundai Verna,Hyundai,Verna,2,10000,Individual,Petrol,Manual,17.0,1591.0,121.3,250.0,5.0,1170000
Hyundai i20,Hyundai,i20,6,44000,Dealer,Petrol,Manual,18.6,1197.0,81.83,190.0,5.0,585000
Maruti Ciaz,Maruti,Ciaz,5,86000,Dealer,Diesel,Manual,28.09,1248.0,88.5,170.0,5.0,640000
Ford Ecosport,Ford,Ecosport,5,78000,Dealer,Diesel,Manual,22.77,1498.0,98.59,91.0,5.0,715000
Tata Tigor,Tata,Tigor,4,40159,Trustmark Dealer,Petrol,Manual,20.3,1199.0,84.0,250.0,5.0,440000
Hyundai i20,Hyundai,i20,10,115000,Individual,Petrol,Manual,18.5,1197.0,82.85,190.0,5.0,325000
Toyota Innova,Toyota,Innova,2,6006,Dealer,Diesel,Manual,13.68,2393.0,147.51,190.0,7.0,1950000
Maruti Wagon R,Maruti,Wagon R,5,29000,Dealer,Petrol,Automatic,20.51,998.0,67.0,170.0,5.0,450000
Maruti Swift,Maruti,Swift,8,63000,Individual,Petrol,Manual,18.6,1197.0,85.8,170.0,5.0,428000
Toyota Innova,Toyota,Innova,6,70000,Dealer,Diesel,Manual,12.99,2494.0,100.0,24.0,7.0,1250000
BMW X1,BMW,X1,10,90000,Individual,Diesel,Automatic,17.05,1995.0,184.0,24.0,5.0,700000
