car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,torque,seats,selling_price
Maruti Celerio,Maruti,Celerio,6,20934,Dealer,Petrol,Manual,23.1 kmpl,998 CC,67.04 bhp,91Nm@ 3500rpm,5.0,360000
Honda CR-V,Honda,CR-V,4,35000,  Dealer ,Petrol,Automatic,12.0 kmpl,2354 CC,187.4 bhp,190Nm@ 2000rpm,5.0,1775000
Audi A4,Audi,A4,7,15000,Individual,Diesel,Automatic,14.94 kmpl,2967 CC,241.4 bhp,113Nm@ 4000rpm,,2100000
Hyundai Creta,Hyundai,Creta,6,51000,Dealer,diesel,Manual,21.38 kmpl,1396 CC,,113Nm@ 4000rpm,,910000
Ford Ecosport,Ford,Ecosport,6,95945,INDIVIDUAL,Petrol,Automatic,15.63 kmpl,1499 CC,110.4 bhp,190Nm@ 2000rpm,5.0,500000
Renault KWID,Renault,KWID,3,21000,Dealer,  Petrol ,Automatic,,999 CC,67.0 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,450000
Maruti Ertiga,Maruti,Ertiga,4,84900,Dealer,Petrol,Manual,17.5 kmpl,1373 CC,91.1 bhp,113Nm@ 4000rpm,7.0,800000
Mahindra Bolero,Mahindra,Bolero,13,500000,INDIVIDUAL,Diesel,Manual,13.6 kmpl,2523 CC,63.0 bhp,250Nm@ 1500-2500rpm,7.0,200000
Maruti Swift Dzire,Maruti,Swift Dzire,4,10000,Individual,Petrol,Automatic,22.0 kmpl,1197 CC,81.8 bhp,200Nm@ 1750rpm,5.0,780000
BMW 3,BMW,3,4,30000,Individual,Petrol,Automatic,,1998 CC,249.0 bhp,91Nm@ 3500rpm,5.0,4000000
Honda City,Honda,City,6,60000,Dealer,  Petrol ,Manual,17.4 kmpl,1497 CC,117.3 bhp,200Nm@ 1750rpm,5.0,625000
Hyundai Grand,Hyundai,Grand,4,20000,Dealer,petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,170Nm@ 1800-2400rpm,5.0,436000
Maruti Alto,Maruti,Alto,15,75000,DEALER,Petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,170Nm@ 1800-2400rpm,5.0,105000
Skoda Rapid,Skoda,Rapid,9,67000,DEALER,Diesel,Manual,20.5 kmpl,1598 CC,103.5 bhp,91Nm@ 3500rpm,5.0,325000
Maruti Alto,Maruti,Alto,10,32000,Dealer,  Petrol ,Manual,,998 CC,67.1 bhp,113Nm@ 4000rpm,5.0,200000
Toyota Fortuner,Toyota,Fortuner,10,158000,Dealer,Diesel,Manual,11.5 kmpl,2982 CC,,"12.7@ 2,700(kgm@ rpm)",7.0,1050000
Maruti Baleno,Maruti,Baleno,6,30000,Dealer,Petrol,Manual,21.4 kmpl,1197 CC,83.1 bhp,170Nm@ 1800-2400rpm,5.0,520000
BMW X1,BMW,X1,3,18000,Dealer,Diesel,Automatic,19.62 kmpl,1998 CC,192.0 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,3350000
Mahindra XUV500,Mahindra,XUV500,3,20000,Individual,DIESEL,Manual,16.0 kmpl,2179 CC,140.0 bhp,91Nm@ 3500rpm,7.0,1500000
Hyundai Grand,Hyundai,Grand,5,64300,DEALER,Diesel,Manual,24.0 kmpl,1120 CC,70.0 bhp,113Nm@ 4000rpm,5.0,425000
Ford Ecosport,Ford,Ecosport,4,63000,dealer,PETROL,Manual,15.9 kmpl,1496 CC,120.69 bhp,250Nm@ 1500-2500rpm,5.0,865000
Maruti Wagon R,Maruti,Wagon R,8,25840,Dealer,PETROL,Manual,20.51 kmpl,,67.04 bhp,,5.0,300000
Renault KWID,Renault,KWID,3,8627,Dealer,Petrol,Manual,21.74 kmpl,999 CC,67.0 bhp,24@ 1900(kgm@ rpm),5.0,385000
Tata Safari,Tata,Safari,8,67231,  Dealer ,Diesel,Manual,14.0 kmpl,2179 CC,138.1 bhp,200Nm@ 1750rpm,7.0,705000
Maruti Ciaz,Maruti,Ciaz,4,29000,Dealer,Petrol,Manual,20.73 kmpl,1373 CC,91.2 bhp,170Nm@ 1800-2400rpm,5.0,750000
Honda Amaze,Honda,Amaze,6,61000,dealer,Diesel,Manual,25.8 kmpl,1498 CC,98.6 bhp,190Nm@ 2000rpm,5.0,515000
Toyota Fortuner,Toyota,Fortuner,4,55000,  Dealer ,Diesel,Manual,12.55 kmpl,2982 CC,168.5 bhp,250Nm@ 1500-2500rpm,7.0,2695000
Datsun RediGO,Datsun,RediGO,4,21918,Dealer,PETROL,Manual,22.7 kmpl,799 CC,53.64 bhp,200Nm@ 1750rpm,5.0,269000
Hyundai Grand,Hyundai,Grand,4,21000,Individual,  Petrol ,Manual,18.9 kmpl,1197 CC,82.0 bhp,91Nm@ 3500rpm,5.0,550000
Maruti Alto,Maruti,Alto,8,66516,Dealer,Petrol,Manual,22.74 kmpl,796 CC,47.3 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,220000
Maruti Baleno,Maruti,Baleno,5,30000,Individual,Petrol,Manual,21.4 kmpl,1197 CC,83.1 bhp,170Nm@ 1800-2400rpm,5.0,475000
Maruti Alto,Maruti,Alto,12,73000,dealer,petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,,5.0,135000
Hyundai i20,Hyundai,i20,8,80849,DEALER,DIESEL,Manual,22.54 kmpl,1396 CC,88.76 bhp,24@ 1900(kgm@ rpm),5.0,290000
Hyundai i10,Hyundai,i10,8,25981,Dealer,Petrol,Manual,20.36 kmpl,1197 CC,78.9 bhp,250Nm@ 1500-2500rpm,,399000
Maruti Ertiga,Maruti,Ertiga,7,72372,Dealer,DIESEL,Manual,20.77 kmpl,1248 CC,88.8 bhp,250Nm@ 1500-2500rpm,7.0,675000
Honda City,Honda,City,7,171000,Individual,diesel,Manual,25.1 kmpl,1498 CC,98.6 bhp,24@ 1900(kgm@ rpm),5.0,530000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,8,41000,  Dealer ,Diesel,Automatic,10.0 kmpl,2143 CC,170.0 bhp,,5.0,1450000
Mahindra XUV500,Mahindra,XUV500,2,20000,INDIVIDUAL,DIESEL,Manual,15.1 kmpl,2179 CC,152.87 bhp,113Nm@ 4000rpm,7.0,1667000
Honda City,Honda,City,6,51000,DEALER,Petrol,Manual,17.4 kmpl,1497 CC,117.3 bhp,190Nm@ 2000rpm,5.0,550000
Hyundai Verna,Hyundai,Verna,9,76800,Dealer,Diesel,Manual,22.32 kmpl,1582 CC,126.3 bhp,24@ 1900(kgm@ rpm),5.0,450000
Ford Endeavour,Ford,Endeavour,9,58000,Dealer,DIESEL,Automatic,11.4 kmpl,2953 CC,153.86 bhp,91Nm@ 3500rpm,7.0,750000
Mahindra XUV500,Mahindra,XUV500,8,148736,Individual,diesel,Manual,15.1 kmpl,2179 CC,140.0 bhp,190Nm@ 2000rpm,7.0,700000
Maruti Alto,Maruti,Alto,15,30000,Individual,Petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,91Nm@ 3500rpm,5.0,135000
Mahindra Bolero,Mahindra,Bolero,6,150000,Individual,diesel,Manual,15.96 kmpl,2523 CC,,190Nm@ 2000rpm,9.0,650000
Hyundai Santro,Hyundai,Santro,12,63000,dealer,Petrol,Manual,17.92 kmpl,1086 CC,62.1 bhp,190Nm@ 2000rpm,5.0,125000
Renault KWID,Renault,KWID,5,28000,Dealer,PETROL,Manual,25.17 kmpl,799 CC,53.3 bhp,170Nm@ 1800-2400rpm,5.0,285000
Maruti Baleno,Maruti,Baleno,2,4104,Dealer,Petrol,Manual,,1197 CC,83.1 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,675000
Volkswagen Polo,Volkswagen,Polo,8,61000,dealer,Diesel,Manual,22.07 kmpl,1199 CC,73.9 bhp,170Nm@ 1800-2400rpm,5.0,278000
Honda City,Honda,City,6,70000,Individual,Diesel,Manual,26.0 kmpl,1498 CC,98.6 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,650000
Hyundai i20,Hyundai,i20,9,36000,Dealer,PETROL,Manual,17.0 kmpl,1197 CC,80.0 bhp,91Nm@ 3500rpm,5.0,385000
Maruti Wagon R,Maruti,Wagon R,12,69000,DEALER,petrol,Manual,21.79 kmpl,998 CC,67.05 bhp,170Nm@ 1800-2400rpm,5.0,250000
Honda Jazz,Honda,Jazz,5,18000,Individual,PETROL,Manual,18.7 kmpl,1199 CC,88.7 bhp,190Nm@ 2000rpm,5.0,540000
Maruti Alto,Maruti,Alto,3,20000,Individual,petrol,Manual,23.95 kmpl,998 CC,67.05 bhp,250Nm@ 1500-2500rpm,5.0,310000
Ford Endeavour,Ford,Endeavour,10,62000,Dealer,Diesel,Automatic,11.4 kmpl,,153.86 bhp,,,425000
BMW 3,BMW,3,6,70000,Individual,DIESEL,Automatic,18.88 kmpl,1995 CC,184.0 bhp,250Nm@ 1500-2500rpm,5.0,1750000
Honda Amaze,Honda,Amaze,8,100000,Individual,diesel,Manual,25.8 kmpl,1498 CC,98.6 bhp,113Nm@ 4000rpm,5.0,400000
Hyundai Verna,Hyundai,Verna,9,50000,Individual,Petrol,Manual,17.1 kmpl,1591 CC,121.3 bhp,91Nm@ 3500rpm,5.0,450000
Honda Jazz,Honda,Jazz,5,100000,Individual,Diesel,Manual,,1498 CC,98.6 bhp,190Nm@ 2000rpm,5.0,500000
Maruti Swift Dzire,Maruti,Swift Dzire,9,65000,Dealer,PETROL,Manual,19.1 kmpl,1197 CC,85.8 bhp,200Nm@ 1750rpm,5.0,335000
Maruti Swift Dzire,Maruti,Swift Dzire,5,46800,Dealer,Petrol,Manual,20.85 kmpl,1197 CC,83.14 bhp,91Nm@ 3500rpm,5.0,485000
Hyundai i10,Hyundai,i10,11,171289,Individual,petrol,Manual,20.36 kmpl,1197 CC,78.9 bhp,113Nm@ 4000rpm,5.0,230000
Hyundai i10,Hyundai,i10,12,54000,DEALER,Petrol,Manual,19.81 kmpl,1086 CC,68.05 bhp,91Nm@ 3500rpm,5.0,275000
Audi A4,Audi,A4,9,60000,Dealer,Diesel,Automatic,16.55 kmpl,1968 CC,147.51 bhp,250Nm@ 1500-2500rpm,5.0,1045000
Maruti Wagon R,Maruti,Wagon R,5,29989,  Dealer ,Petrol,Manual,21.79 kmpl,998 CC,67.05 bhp,190Nm@ 2000rpm,5.0,445000
Hyundai i10,Hyundai,i10,9,70000,Individual,Petrol,Manual,20.36 kmpl,1197 CC,78.9 bhp,24@ 1900(kgm@ rpm),5.0,200000
BMW 3,BMW,3,6,37000,Dealer,  Diesel ,Automatic,22.69 kmpl,1995 CC,190.0 bhp,170Nm@ 1800-2400rpm,5.0,1950000
Honda City,Honda,City,10,84470,  Dealer ,PETROL,Manual,16.8 kmpl,1497 CC,116.4 bhp,200Nm@ 1750rpm,5.0,425000
Hyundai Grand,Hyundai,Grand,4,45000,Dealer,Diesel,Manual,24.0 kmpl,1120 CC,70.0 bhp,91Nm@ 3500rpm,5.0,525000
Maruti Swift Dzire,Maruti,Swift Dzire,6,120000,individual,Diesel,Manual,26.59 kmpl,1248 CC,74.0 bhp,24@ 1900(kgm@ rpm),5.0,450000
Honda Amaze,Honda,Amaze,2,8000,Dealer,diesel,Manual,27.4 kmpl,1498 CC,98.63 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,875000
Hyundai i10,Hyundai,i10,10,20000,Individual,PETROL,Manual,20.36 kmpl,1197 CC,78.9 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,290000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,8,68000,Dealer,Diesel,Automatic,14.21 kmpl,2143 CC,203.0 bhp,190Nm@ 2000rpm,5.0,1690000
Maruti Baleno,Maruti,Baleno,3,4700,dealer,Petrol,Manual,21.01 kmpl,1197 CC,,200Nm@ 1750rpm,5.0,675000
Maruti Baleno,Maruti,Baleno,3,19000,Dealer,petrol,Manual,21.01 kmpl,1197 CC,81.8 bhp,113Nm@ 4000rpm,5.0,675000
Mahindra Scorpio,Mahindra,Scorpio,7,46000,  Dealer ,Diesel,Manual,15.4 kmpl,2523 CC,75.0 bhp,170Nm@ 1800-2400rpm,9.0,825000
Hyundai Santro,Hyundai,Santro,9,40000,Dealer,Petrol,Manual,17.92 kmpl,1086 CC,62.1 bhp,170Nm@ 1800-2400rpm,5.0,250000
Volkswagen Polo,Volkswagen,Polo,8,55000,DEALER,PETROL,Manual,15.26 kmpl,1598 CC,103.5 bhp,190Nm@ 2000rpm,5.0,495000
Honda City,Honda,City,6,50000,Individual,Petrol,Manual,17.4 kmpl,1497 CC,117.3 bhp,113Nm@ 4000rpm,5.0,650000
Tata Nexon,Tata,Nexon,3,30000,individual,PETROL,Manual,17.0 kmpl,1198 CC,108.5 bhp,250Nm@ 1500-2500rpm,,600000
Maruti Swift Dzire,Maruti,Swift Dzire,4,28221,DEALER,Petrol,Manual,22.0 kmpl,1197 CC,81.8 bhp,190Nm@ 2000rpm,5.0,680000
Maruti Swift,Maruti,Swift,10,53000,Dealer,Petrol,Manual,16.1 kmpl,1298 CC,88.2 bhp,,5.0,275000
Maruti Alto,Maruti,Alto,6,37528,Dealer,Petrol,Manual,23.95 kmpl,998 CC,67.05 bhp,190Nm@ 2000rpm,5.0,310000
Hyundai Verna,Hyundai,Verna,5,70000,Dealer,Diesel,Automatic,19.08 kmpl,1582 CC,126.2 bhp,170Nm@ 1800-2400rpm,5.0,800000
Hyundai Elantra,Hyundai,Elantra,7,120000,Individual,Diesel,Automatic,19.5 kmpl,1582 CC,126.24 bhp,250Nm@ 1500-2500rpm,5.0,900000
Volkswagen Polo,Volkswagen,Polo,6,68314,Dealer,DIESEL,Manual,20.14 kmpl,1498 CC,88.8 bhp,200Nm@ 1750rpm,5.0,531000
Hyundai Grand,Hyundai,Grand,5,70000,individual,Diesel,Manual,24.0 kmpl,1120 CC,70.0 bhp,91Nm@ 3500rpm,5.0,450000
Maruti Celerio,Maruti,Celerio,4,49600,INDIVIDUAL,petrol,Manual,23.1 kmpl,998 CC,67.04 bhp,250Nm@ 1500-2500rpm,5.0,390000
Hyundai i20,Hyundai,i20,5,57000,dealer,  Diesel ,Manual,,1396 CC,88.73 bhp,200Nm@ 1750rpm,5.0,650000
Honda City,Honda,City,9,37323,Dealer,petrol,Manual,17.0 kmpl,1497 CC,,170Nm@ 1800-2400rpm,5.0,400000
Volkswagen Polo,Volkswagen,Polo,7,40000,Dealer,  Petrol ,Manual,16.47 kmpl,1198 CC,74.0 bhp,190Nm@ 2000rpm,5.0,575000
Maruti Swift Dzire,Maruti,Swift Dzire,5,101000,Dealer,Diesel,Manual,23.4 kmpl,1248 CC,74.0 bhp,190Nm@ 2000rpm,5.0,580000
Hyundai i10,Hyundai,i10,12,65000,dealer,PETROL,Manual,,1197 CC,78.9 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,290000
Jaguar XF,Jaguar,XF,7,67000,individual,Diesel,Automatic,16.36 kmpl,2179 CC,187.7 bhp,200Nm@ 1750rpm,,1900000
Ford Ecosport,Ford,Ecosport,5,60000,Individual,diesel,Manual,,1498 CC,98.59 bhp,170Nm@ 1800-2400rpm,5.0,700000
Mahindra Scorpio,Mahindra,Scorpio,14,74000,Dealer,DIESEL,Manual,13.5 kmpl,2179 CC,115.0 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,275000
Hyundai i10,Hyundai,i10,9,56468,Dealer,Petrol,Manual,20.36 kmpl,1197 CC,78.9 bhp,113Nm@ 4000rpm,5.0,268000
Hyundai Grand,Hyundai,Grand,6,45000,DEALER,Petrol,Manual,18.9 kmpl,1197 CC,82.0 bhp,200Nm@ 1750rpm,5.0,399000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,49000,Dealer,petrol,Automatic,,1991 CC,181.03 bhp,190Nm@ 2000rpm,5.0,1290000
Renault KWID,Renault,KWID,5,50700,Dealer,Petrol,Manual,23.01 kmpl,999 CC,67.0 bhp,170Nm@ 1800-2400rpm,5.0,340000
Maruti Ertiga,Maruti,Ertiga,5,30000,  Individual ,DIESEL,Manual,24.52 kmpl,1248 CC,88.5 bhp,"12.7@ 2,700(kgm@ rpm)",7.0,875000
Tata Harrier,Tata,Harrier,2,18000,Dealer,diesel,Manual,17.0 kmpl,1956 CC,138.1 bhp,250Nm@ 1500-2500rpm,5.0,1595000
Hyundai Grand,Hyundai,Grand,8,78000,DEALER,Diesel,Manual,24.0 kmpl,1120 CC,70.0 bhp,170Nm@ 1800-2400rpm,5.0,320000
Honda Amaze,Honda,Amaze,7,45120,  Dealer ,Diesel,Manual,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,367000
Honda Jazz,Honda,Jazz,4,32714,Dealer,PETROL,Manual,18.7 kmpl,1199 CC,88.7 bhp,190Nm@ 2000rpm,5.0,650000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,72000,dealer,Diesel,Automatic,14.84 kmpl,2143 CC,167.62 bhp,250Nm@ 1500-2500rpm,5.0,1275000
Renault Duster,Renault,Duster,8,63000,Dealer,diesel,Manual,20.45 kmpl,1461 CC,83.8 bhp,91Nm@ 3500rpm,5.0,450000
Maruti Vitara,Maruti,Vitara,3,51000,Dealer,Diesel,Manual,24.3 kmpl,1248 CC,88.5 bhp,190Nm@ 2000rpm,5.0,799000
Hyundai Grand,Hyundai,Grand,4,18000,individual,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,190Nm@ 2000rpm,5.0,460000
Hyundai Verna,Hyundai,Verna,8,42000,Dealer,Diesel,Manual,22.32 kmpl,1582 CC,126.32 bhp,190Nm@ 2000rpm,5.0,415000
Maruti Wagon R,Maruti,Wagon R,9,68000,Dealer,Petrol,Manual,21.79 kmpl,998 CC,67.05 bhp,250Nm@ 1500-2500rpm,5.0,265000
Hyundai Grand,Hyundai,Grand,3,43000,Dealer,DIESEL,Manual,24.0 kmpl,1186 CC,73.97 bhp,170Nm@ 1800-2400rpm,5.0,370000
Hyundai Verna,Hyundai,Verna,12,25000,INDIVIDUAL,Petrol,Manual,13.9 kmpl,1599 CC,103.2 bhp,113Nm@ 4000rpm,5.0,140000
Maruti Alto,Maruti,Alto,11,11000,Dealer,  CNG ,Manual,26.83 km/kg,796 CC,38.4 bhp,250Nm@ 1500-2500rpm,5.0,185000
BMW 5,BMW,5,4,21500,Dealer,Diesel,Automatic,18.12 kmpl,1995 CC,190.0 bhp,113Nm@ 4000rpm,5.0,3300000
Maruti Swift,Maruti,Swift,4,38991,Dealer,DIESEL,Manual,25.2 kmpl,1248 CC,74.0 bhp,113Nm@ 4000rpm,5.0,670000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,160000,individual,Diesel,Automatic,14.84 kmpl,2143 CC,,24@ 1900(kgm@ rpm),5.0,700000
Maruti Swift,Maruti,Swift,3,15000,Individual,PETROL,Manual,22.0 kmpl,1197 CC,81.8 bhp,250Nm@ 1500-2500rpm,5.0,729000
Maruti Eeco,Maruti,Eeco,10,93456,  Dealer ,Petrol,Manual,15.37 kmpl,1196 CC,73.0 bhp,"12.7@ 2,700(kgm@ rpm)",7.0,285000
Maruti Swift,Maruti,Swift,8,225000,Individual,diesel,Manual,22.9 kmpl,1248 CC,74.0 bhp,91Nm@ 3500rpm,5.0,450000
BMW 7,BMW,7,7,33000,dealer,diesel,Automatic,16.46 kmpl,2993 CC,258.0 bhp,170Nm@ 1800-2400rpm,5.0,3495000
Honda City,Honda,City,6,40212,Dealer,Petrol,Manual,17.8 kmpl,1497 CC,117.3 bhp,91Nm@ 3500rpm,5.0,650000
Hyundai Grand,Hyundai,Grand,3,30000,Individual,petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,450000
Honda Jazz,Honda,Jazz,6,15000,Dealer,Petrol,Manual,,1199 CC,88.7 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,561000
Renault Duster,Renault,Duster,8,80000,Individual,Diesel,Manual,20.46 kmpl,1461 CC,83.8 bhp,91Nm@ 3500rpm,5.0,450000
Mahindra Scorpio,Mahindra,Scorpio,15,200000,  Individual ,  Diesel ,Manual,10.5 kmpl,2179 CC,120.0 bhp,250Nm@ 1500-2500rpm,8.0,250000
Toyota Fortuner,Toyota,Fortuner,7,151768,Dealer,DIESEL,Automatic,12.55 kmpl,2982 CC,168.7 bhp,113Nm@ 4000rpm,7.0,1550000
Audi A4,Audi,A4,6,55200,dealer,Diesel,Automatic,17.11 kmpl,1968 CC,174.33 bhp,113Nm@ 4000rpm,5.0,1725000
Renault KWID,Renault,KWID,5,27000,Dealer,Petrol,Manual,25.17 kmpl,799 CC,53.3 bhp,91Nm@ 3500rpm,5.0,350000
Mahindra Bolero,Mahindra,Bolero,7,120000,INDIVIDUAL,Diesel,Manual,15.96 kmpl,2523 CC,62.1 bhp,170Nm@ 1800-2400rpm,7.0,450000
Ford Freestyle,Ford,Freestyle,3,18000,Individual,Petrol,Manual,19.0 kmpl,1194 CC,94.68 bhp,200Nm@ 1750rpm,5.0,630000
Maruti Ciaz,Maruti,Ciaz,6,90000,INDIVIDUAL,Diesel,Manual,26.21 kmpl,1248 CC,,170Nm@ 1800-2400rpm,5.0,500000
Volkswagen Vento,Volkswagen,Vento,6,72504,Dealer,Diesel,Automatic,21.21 kmpl,1498 CC,103.2 bhp,91Nm@ 3500rpm,5.0,625000
Hyundai Verna,Hyundai,Verna,9,32472,Dealer,petrol,Manual,17.01 kmpl,1591 CC,121.3 bhp,190Nm@ 2000rpm,,448000
Maruti Swift Dzire,Maruti,Swift Dzire,10,120000,Individual,Diesel,Manual,19.3 kmpl,1248 CC,73.9 bhp,250Nm@ 1500-2500rpm,5.0,350000
Hyundai Venue,Hyundai,Venue,2,28600,INDIVIDUAL,  Diesel ,Manual,23.7 kmpl,1396 CC,88.7 bhp,113Nm@ 4000rpm,5.0,1050000
Ford Ecosport,Ford,Ecosport,7,40000,Individual,Petrol,Manual,15.8 kmpl,1499 CC,110.0 bhp,91Nm@ 3500rpm,5.0,500000
Honda Amaze,Honda,Amaze,7,71000,Dealer,Diesel,Manual,25.8 kmpl,1498 CC,98.6 bhp,250Nm@ 1500-2500rpm,5.0,350000
Toyota Innova,Toyota,Innova,11,80000,Individual,diesel,Manual,12.8 kmpl,2494 CC,,200Nm@ 1750rpm,8.0,518000
Hyundai Creta,Hyundai,Creta,4,70000,INDIVIDUAL,  Diesel ,Manual,21.38 kmpl,1396 CC,88.7 bhp,91Nm@ 3500rpm,5.0,850000
Renault Duster,Renault,Duster,9,48000,Dealer,Diesel,Manual,19.64 kmpl,1461 CC,108.45 bhp,24@ 1900(kgm@ rpm),5.0,375000
Ford Figo,Ford,Figo,4,53400,Dealer,diesel,Manual,20.0 kmpl,1399 CC,68.0 bhp,113Nm@ 4000rpm,,550000
Tata Safari,Tata,Safari,10,40000,Individual,diesel,Manual,13.93 kmpl,2179 CC,138.0 bhp,,,450000
Ford Ecosport,Ford,Ecosport,7,44406,Dealer,petrol,Manual,18.88 kmpl,,123.24 bhp,,5.0,650000
Hyundai Grand,Hyundai,Grand,2,12909,Trustmark Dealer,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,91Nm@ 3500rpm,5.0,550000
Maruti Swift Dzire,Maruti,Swift Dzire,5,68000,Dealer,diesel,Manual,19.3 kmpl,1248 CC,73.9 bhp,250Nm@ 1500-2500rpm,5.0,465000
Hyundai i20,Hyundai,i20,11,70000,individual,  Petrol ,Manual,17.0 kmpl,1197 CC,80.0 bhp,190Nm@ 2000rpm,,200000
Toyota Fortuner,Toyota,Fortuner,4,29000,Dealer,Diesel,Manual,14.24 kmpl,2755 CC,174.5 bhp,250Nm@ 1500-2500rpm,7.0,2550000
Hyundai Verna,Hyundai,Verna,5,23251,Trustmark Dealer,petrol,Manual,17.01 kmpl,1591 CC,121.3 bhp,113Nm@ 4000rpm,5.0,700000
Hyundai Grand,Hyundai,Grand,7,60000,Individual,Petrol,Manual,18.9 kmpl,1197 CC,82.0 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,396000
Hyundai Verna,Hyundai,Verna,8,72156,dealer,Diesel,Manual,22.32 kmpl,1582 CC,126.32 bhp,200Nm@ 1750rpm,5.0,425000
Ford Endeavour,Ford,Endeavour,3,25000,INDIVIDUAL,Diesel,Automatic,10.91 kmpl,3198 CC,197.0 bhp,24@ 1900(kgm@ rpm),7.0,3000000
Honda Jazz,Honda,Jazz,4,34000,DEALER,PETROL,Automatic,18.2 kmpl,1199 CC,88.7 bhp,170Nm@ 1800-2400rpm,5.0,550000
Maruti Alto,Maruti,Alto,11,100000,Individual,Petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,200Nm@ 1750rpm,5.0,180000
Maruti Swift,Maruti,Swift,3,25000,Individual,Diesel,Manual,28.4 kmpl,1248 CC,74.0 bhp,24@ 1900(kgm@ rpm),5.0,690000
Maruti Wagon R,Maruti,Wagon R,6,37203,  Dealer ,  Petrol ,Automatic,20.51 kmpl,998 CC,67.04 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,375000
Maruti Swift,Maruti,Swift,5,37000,DEALER,  Diesel ,Manual,25.2 kmpl,1248 CC,74.0 bhp,24@ 1900(kgm@ rpm),5.0,675000
Honda Amaze,Honda,Amaze,4,25000,DEALER,Petrol,Automatic,18.1 kmpl,1199 CC,88.7 bhp,24@ 1900(kgm@ rpm),5.0,620000
Tata Nexon,Tata,Nexon,4,15700,Dealer,Petrol,Manual,17.0 kmpl,1198 CC,108.5 bhp,113Nm@ 4000rpm,5.0,650000
Hyundai i20,Hyundai,i20,6,20000,  Individual ,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,24@ 1900(kgm@ rpm),5.0,480000
Ford Ecosport,Ford,Ecosport,6,75000,Dealer,Diesel,Manual,21.7 kmpl,1498 CC,98.96 bhp,170Nm@ 1800-2400rpm,5.0,575000
Mercedes-Benz S-Class,Mercedes-Benz,S-Class,9,50000,Individual,Diesel,Automatic,13.5 kmpl,2987 CC,282.0 bhp,250Nm@ 1500-2500rpm,5.0,3000000
Hyundai Creta,Hyundai,Creta,2,40000,INDIVIDUAL,Petrol,Automatic,13.0 kmpl,1591 CC,121.3 bhp,91Nm@ 3500rpm,5.0,1280000
Toyota Innova,Toyota,Innova,3,36000,Dealer,Diesel,Manual,13.68 kmpl,2393 CC,147.8 bhp,190Nm@ 2000rpm,7.0,1600000
Skoda Superb,Skoda,Superb,10,75000,DEALER,Diesel,Automatic,17.2 kmpl,1968 CC,,91Nm@ 3500rpm,5.0,725000
Maruti Vitara,Maruti,Vitara,4,75000,Dealer,Diesel,Manual,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,775000
Audi A4,Audi,A4,10,38000,dealer,Diesel,Automatic,16.55 kmpl,1968 CC,140.0 bhp,190Nm@ 2000rpm,5.0,1500000
Honda Amaze,Honda,Amaze,5,120000,Individual,Diesel,Manual,25.8 kmpl,1498 CC,98.6 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,470000
Hyundai Creta,Hyundai,Creta,4,66000,Dealer,  Petrol ,Manual,13.0 kmpl,1591 CC,121.3 bhp,190Nm@ 2000rpm,5.0,1149000
Honda City,Honda,City,4,54000,dealer,Petrol,Automatic,18.0 kmpl,1497 CC,117.3 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,845000
Hyundai i20,Hyundai,i20,10,78000,dealer,DIESEL,Manual,21.9 kmpl,1396 CC,90.0 bhp,113Nm@ 4000rpm,5.0,450000
Maruti Celerio,Maruti,Celerio,4,20000,Individual,CNG,Manual,31.79 km/kg,998 CC,58.33 bhp,24@ 1900(kgm@ rpm),5.0,475000
